SRA Accession,RECEIPT,TRAVEL,SNP,lat ,lon,Discrepancy Lat/Lon,Country,Region,Sub-region,RECEIPT_datetime,Cluster
SRR1965084,2014-08-27,South American continent,1.1.333.103.103.548.984,#N/A,#N/A,1.0,NA,Americas,Southern America,2014-08-27,27
SRR8137395,2018-10-17,Mexico,1.1.333.103.103.5669.12230,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-10-17,27
SRR3284868,2015-04-22,Mexico,1.1.333.103.103.548.5188,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2015-04-22,27
SRR5215623,2016-09-05,,1.1.333.103.103.548.5035,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-05,27
SRR7495458,2018-04-20,Mexico,1.1.333.103.103.2119.9847,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2018-04-20,27
SRR6900083,2017-05-31,,1.1.437.1591.2316.3793.7398,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-05-31,28
SRR8474029,2019-01-10,,1.1.437.1591.2316.5778.12641,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-01-10,28
SRR9287809,2019-04-10,,1.1.437.1591.2316.5893.12959,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-04-10,28
SRR5216293,2016-08-23,Thailand,1.1.437.1591.2316.2886.5244,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2016-08-23,28
SRR1968306,2014-07-17,,1.1.44.59.59.59.59,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-17,29
SRR5193983,2016-09-29,,1.1.484.1834.2507.3139.5854,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-29,30
SRR5193621,2016-10-27,Peru,1.1.498.1862.2562.3219.6131,-9.189967,-75.015152,0.0,Peru,Americas,Latin America and the Caribbean,2016-10-27,31
SRR7408333,2018-03-02,Peru,1.1.498.2495.3487.4590.9564,-9.189967,-75.015152,0.0,Peru,Americas,Latin America and the Caribbean,2018-03-02,31
SRR5193276,2016-11-15,Colombia,1.1.503.1887.2605.3281.6287,4.570868,-74.297333,0.0,Colombia,Americas,Latin America and the Caribbean,2016-11-15,32
SRR6920143,2017-06-15,South American continent,1.1.503.1887.3025.3849.7535,#N/A,#N/A,1.0,NA,Americas,Southern America,2017-06-15,32
SRR1968751,2014-08-08,,1.1.52.75.75.75.75,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-08,33
SRR1970131,2014-07-25,China,1.1.52.75.75.75.75,35.86166,104.195397,0.0,China,Asia,Eastern Asia,2014-07-25,33
SRR1965330,2014-07-23,Brazil,1.1.53.76.76.76.76,-14.235004,-51.92528,0.0,Brazil,Americas,Latin America and the Caribbean,2014-07-23,34
SRR6900987,2017-02-07,,1.1.534.2046.2849.3602.6932,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-02-07,35
SRR5194322,2015-10-06,,1.1.540.2067.2883.3657.3704,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-06,36
SRR5215802,2015-11-09,,1.1.540.2067.2883.3657.3701,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-11-09,36
SRR5193211,2015-09-29,,1.1.540.2067.2883.3657.3701,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-29,36
SRR5193266,2016-10-03,,1.1.540.2067.2883.3657.5822,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-10-03,36
SRR5193797,2015-10-14,,1.1.540.2067.2883.3657.3704,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-14,36
SRR8166216,2018-09-11,,1.1.540.2067.2883.5353.11434,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-09-11,36
SRR8272633,2018-09-07,Turkey,1.1.540.2067.2883.5353.11656,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-09-07,36
SRR8084341,2018-10-02,Turkey,1.1.540.2067.2883.5353.11434,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-02,36
SRR5216487,2015-09-11,,1.1.540.2067.2883.3662.4276,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-11,36
SRR5220268,2016-10-26,Turkey,1.1.540.2067.2883.3657.6093,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-10-26,36
SRR6899436,2016-09-06,Turkey,1.1.540.2067.2883.3657.5528,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-09-06,36
SRR6919043,2017-06-05,Turkey,1.1.540.2067.2883.3657.7426,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-06-05,36
SRR5193133,2015-11-04,Turkey,1.1.540.2067.2883.3657.3704,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2015-11-04,36
SRR7439485,2015-09-22,Turkey,1.1.540.2067.2883.3657.3692,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2015-09-22,36
SRR6924120,2016-10-26,Turkey,1.1.540.2067.2883.3657.6093,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-10-26,36
SRR5193578,2016-11-02,Turkey,1.1.540.2067.2883.3657.6093,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2016-11-02,36
SRR5193261,2016-06-09,,1.1.540.2067.2883.2718.4791,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-06-09,36
SRR6900148,2017-06-13,Turkey,1.1.540.2067.2883.3657.7544,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2017-06-13,36
SRR8304794,2018-08-21,Turkey,1.1.540.2067.2883.5353.11434,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-08-21,36
SRR7523769,2015-10-13,Turkey,1.1.540.2067.2883.3657.3704,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2015-10-13,36
SRR5215505,2016-11-10,Ukraine,1.1.600.1883.2601.3274.6266,48.379433,31.16558,0.0,Ukraine,Europe,Eastern Europe,2016-11-10,37
SRR1968202,2014-08-06,,1.1.63.97.97.97.97,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-06,38
SRR6922483,2017-07-17,,1.1.63.97.1353.2016.7831,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-07-17,38
SRR6919942,2017-09-28,,1.1.63.97.1353.2016.8529,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-28,38
SRR6900891,2017-08-17,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-17,38
SRR6898873,2017-08-02,,1.1.63.97.1353.2016.7803,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-02,38
SRR6918624,2017-08-16,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-16,38
SRR6900206,2017-09-04,Spain,1.1.63.97.1353.2016.8279,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-09-04,38
SRR7298825,2017-08-21,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-21,38
SRR6901145,2017-09-28,Spain,1.1.63.97.1353.2016.8528,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-09-28,38
SRR6922713,2017-09-26,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-26,38
SRR7402421,2018-06-08,,1.1.63.97.1353.2016.10096,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-06-08,38
SRR7457912,2015-09-29,,1.1.63.97.1353.2016.3661,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-29,38
SRR6919968,2017-06-22,,1.1.63.97.1353.2016.7610,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-22,38
SRR7842555,2018-07-06,Spain,1.1.63.97.1353.2016.10376,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2018-07-06,38
SRR6922744,2017-08-09,Spain,1.1.63.97.1353.2016.7903,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-08-09,38
SRR6918561,2017-08-30,,1.1.63.97.1353.2016.9581,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-30,38
SRR6922728,2017-08-08,Spain,1.1.63.97.1353.2016.7866,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-08-08,38
SRR6918886,2017-09-07,Spain,1.1.63.97.1353.2016.8300,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-09-07,38
SRR6900343,2017-09-27,,1.1.63.97.1353.2016.8517,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-27,38
SRR6918581,2017-10-23,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-23,38
SRR6919812,2017-09-27,Tanzania,1.1.63.97.1353.2016.8525,-6.369028,34.888822,0.0,Tanzania,Africa,Sub-Saharan Africa,2017-09-27,38
SRR6918292,2017-08-01,Spain,1.1.63.97.1353.2016.7625,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-08-01,38
SRR6901126,2017-10-04,,1.1.63.97.1353.2016.8625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-04,38
SRR6921951,2017-06-20,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-20,38
SRR6897174,2017-06-19,Spain,1.1.63.97.1353.2016.7625,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-06-19,38
SRR6900370,2017-08-02,Spain,1.1.63.97.1353.4020.8099,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2017-08-02,38
SRR6924161,2017-10-10,,1.1.63.97.1353.2016.8623,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-10,38
SRR6901165,2017-10-20,,1.1.63.97.1353.2016.8736,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-20,38
SRR6918296,2017-07-24,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-07-24,38
SRR6900929,2017-06-28,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-28,38
SRR6899504,2017-09-20,,1.1.63.97.1353.2016.8449,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-20,38
SRR8184553,2018-10-02,European continent,1.1.63.97.1353.2016.12062,#N/A,#N/A,1.0,NA,Europe,,2018-10-02,38
SRR6920533,2017-09-20,,1.1.63.97.1353.2016.7625,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-20,38
SRR6922691,2017-05-15,,1.1.637.2254.2966.3757.7298,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-05-15,39
SRR7867252,2018-08-09,Asian continent,1.1.637.2254.3838.5328.11380,#N/A,#N/A,1.0,NA,Asia,,2018-08-09,39
SRR8307284,2018-08-14,,1.1.637.2254.3838.5328.11380,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-08-14,39
SRR8523819,2019-01-16,Asian continent,1.1.637.2254.2966.5782.12650,#N/A,#N/A,1.0,NA,Asia,,2019-01-16,39
SRR6920512,2017-09-15,,1.1.658.2313.3082.4101.8373,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-15,40
SRR6899403,2017-06-16,Poland,1.1.658.2313.3082.3923.7696,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2017-06-16,40
SRR6922072,2017-07-04,,1.1.659.2314.3083.3926.7713,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-07-04,41
SRR6918345,2017-09-15,,1.1.666.2346.3179.4104.8383,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-15,42
SRR6898847,2017-09-28,Mexico,1.1.669.2356.3206.4160.8539,23.634501,-102.552784,0.0,Mexico,Americas,Latin America and the Caribbean,2017-09-28,43
SRR7350740,2017-12-05,,1.1.674.2378.3275.4299.8978,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-12-05,44
SRR8524431,2018-01-03,,1.1.684.2419.3343.4399.9193,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-01-03,45
SRR7275070,2018-03-14,Vietnam,1.1.685.2420.3350.4419.9706,14.058324,108.277199,0.0,Vietnam,Asia,South-eastern Asia,2018-03-14,46
SRR8523839,2018-01-16,,1.1.685.2420.3350.4419.9268,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-01-16,46
SRR7344646,2018-04-18,Thailand,1.1.685.2420.3350.4419.9835,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2018-04-18,46
SRR8492285,2018-06-12,,1.1.685.2420.3350.4419.10115,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-06-12,46
SRR7873920,2018-08-01,,1.1.685.2420.3350.4419.10683,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-08-01,46
SRR7523061,2018-07-04,,1.1.715.2531.3613.4825.10308,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-07-04,47
SRR8437380,2018-12-31,,1.1.766.2662.4070.5762.12604,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-31,48
SRR6899503,2017-11-17,,1.1.99.2375.3261.4263.8882,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-11-17,49
SRR1969841,2014-09-29,,1.1.99.172.172.172.172,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-09-29,49
SRR3286850,2015-06-17,Asian continent,1.1.99.1054.1720.2006.2952,#N/A,#N/A,1.0,NA,Asia,,2015-06-17,49
SRR8717173,2015-08-12,Indonesia,1.1.99.172.1796.2126.3300,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2015-08-12,49
SRR3049778,2014-06-03,,1.10.28.33.33.33.33,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-03,50
SRR7850655,2018-08-07,Macedonia [FYROM],1.11.169.2543.3831.5317.11357,41.608635,21.745275,0.0,Macedonia [FYROM],Europe,Southern Europe,2018-08-07,51
SRR7140631,2015-11-03,,1.11.169.298.2009.2416.3983,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-11-03,51
SRR7850630,2018-08-14,,1.11.169.298.2639.3353.11399,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-08-14,51
SRR6919025,2017-06-13,,1.11.169.298.2639.3353.7706,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-13,51
SRR5215537,2016-03-15,Greece,1.11.306.1254.2142.2609.4511,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2016-03-15,52
SRR7841394,2018-08-01,,1.11.31.2541.3697.5043.10713,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-08-01,53
SRR3048975,2014-06-03,,1.11.31.37.37.37.37,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-06-03,53
SRR6922126,2017-06-28,,1.11.31.2312.3078.3913.7668,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-28,53
SRR7351482,2018-03-20,,1.11.31.2312.3078.4635.9723,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-03-20,53
SRR7292877,2018-04-04,,1.11.31.2312.3078.4635.9723,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-04-04,53
SRR6898447,2017-05-15,Greece,1.11.48.1309.2967.3759.7301,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2017-05-15,54
SRR1968075,2014-08-14,Croatia,1.11.48.141.141.141.141,45.1,15.2,0.0,Croatia,Europe,Southern Europe,2014-08-14,54
SRR6900481,2017-06-21,,1.11.48.146.3072.3904.7639,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-21,54
SRR5193481,2016-10-03,Tokelau,1.11.48.1093.2503.3134.5840,-8.967363,-171.855881,0.0,Tokelau,Oceania,Polynesia,2016-10-03,54
SRR7884528,2018-09-05,European continent,1.11.48.2426.3877.5418.11636,#N/A,#N/A,1.0,NA,Europe,,2018-09-05,54
SRR1968123,2014-07-18,,1.11.48.68.68.68.68,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-18,54
SRR5193082,2015-09-08,,1.11.48.256.256.2028.3017,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-08,54
SRR7874119,2018-09-05,Greece,1.11.48.256.3872.5411.11622,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2018-09-05,54
SRR5193197,2016-08-02,,1.11.48.1309.2283.2835.5120,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-08-02,54
SRR5215833,2015-09-17,,1.11.48.1093.1814.2150.3348,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-17,54
SRR8490666,2018-07-04,Greece,1.11.48.2530.3611.4822.10296,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2018-07-04,54
SRR6922063,2016-09-07,,1.11.48.335.335.335.5540,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-07,54
SRR7523185,2018-07-04,Greece,1.11.48.2530.3611.4822.10296,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2018-07-04,54
SRR5193105,2015-09-16,,1.11.48.1093.1814.2150.3486,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-16,54
SRR7221366,2015-09-04,Greece,1.11.48.1093.1814.2150.3348,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-09-04,54
SRR7204607,2015-06-16,,1.11.48.141.2584.3244.6190,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-06-16,54
SRR8523882,2018-01-04,,1.11.48.2417.3340.4394.9183,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-01-04,54
SRR8711843,2015-09-07,Bulgaria,1.11.48.154.1148.1301.3492,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2015-09-07,54
SRR6922615,2017-09-08,France,1.11.48.2344.3174.4098.8359,46.227638,2.213749,0.0,France,Europe,Western Europe,2017-09-08,54
SRR7456899,2015-09-07,Greece,1.11.48.1093.1814.2150.3471,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-09-07,54
SRR8711617,2015-09-09,Greece,1.11.48.1093.1814.2150.3348,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-09-09,54
SRR8087178,2018-09-27,Bulgaria,1.11.48.154.4007.5622.12040,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2018-09-27,54
SRR7533537,2018-07-05,,1.11.48.2530.3611.4822.10343,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-07-05,54
SRR7257451,2018-01-29,,1.11.48.2426.3363.4437.9307,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-01-29,54
SRR5193859,2016-05-18,,1.11.48.335.335.335.4660,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-05-18,54
SRR5216467,2015-07-20,,1.11.48.1059.1734.2035.3127,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-07-20,54
SRR5216194,2016-05-11,,1.11.48.335.335.335.4660,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-05-11,54
SRR1958539,2014-09-26,Bulgaria,1.11.48.154.1148.1301.1755,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2014-09-26,54
SRR7297929,2015-07-20,Thailand,1.11.48.1059.1734.2035.3127,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2015-07-20,54
SRR7249828,2015-10-01,,1.11.48.154.1148.1301.3492,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-01,54
SRR1967340,2014-09-11,,1.11.48.160.160.160.160,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-09-11,54
SRR6922692,2017-08-30,,1.11.48.2500.3497.4608.9654,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-08-30,54
SRR1958269,2014-09-12,Greece,1.11.48.148.148.148.148,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2014-09-12,54
SRR6898334,2017-09-11,,1.11.48.2347.3181.4112.8397,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-09-11,54
SRR8711748,2015-09-11,Greece,1.11.48.1093.1814.2150.3486,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-09-11,54
SRR5220878,2015-09-14,,1.11.48.1093.1814.2150.3506,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-14,54
SRR6924095,2016-05-04,,1.11.48.1271.2184.2673.4659,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-05-04,54
SRR5216440,2015-09-09,Greece,1.11.48.1093.1814.2150.3486,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-09-09,54
SRR7523090,2018-07-04,,1.11.48.2530.3611.4822.10296,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-07-04,54
SRR6919480,2017-06-27,Canada,1.11.48.2310.3076.3910.7653,56.130366,-106.346771,0.0,Canada,Americas,Northern America,2017-06-27,54
SRR6898919,2015-12-31,,1.11.48.1220.2073.2509.4237,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-12-31,54
SRR6900729,2016-09-07,,1.11.48.154.1148.3048.5541,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-07,54
SRR6898120,2016-05-17,,1.11.48.1275.2189.2682.4690,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-05-17,54
SRR7873824,2018-09-06,,1.11.48.2558.3879.5424.11653,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-09-06,54
SRR1970086,2014-10-21,,1.11.48.68.68.1381.1869,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-10-21,54
SRR3322619,2015-12-16,,1.11.48.256.256.2028.3017,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-12-16,54
SRR8356643,2018-08-10,,1.11.48.2028.3844.5337.11395,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-08-10,54
SRR5215500,2015-08-27,,1.11.48.1093.1814.2150.3348,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-08-27,54
SRR6898375,2017-06-28,,1.11.48.1080.1782.2103.7662,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-06-28,54
SRR8441124,2018-07-02,Greece,1.11.48.2532.3614.4828.10312,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2018-07-02,54
SRR1969627,2015-01-14,Hungary,1.11.48.146.1630.1882.2633,47.162494,19.503304,0.0,Hungary,Europe,Eastern Europe,2015-01-14,54
SRR8717196,2015-09-23,Greece,1.11.48.1093.1814.2150.3486,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-09-23,54
SRR5220822,2015-07-09,Bulgaria,1.11.48.1059.1734.2035.3050,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2015-07-09,54
SRR5216309,2016-03-04,,1.11.48.256.256.2028.4491,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-03-04,54
SRR8490645,2018-07-04,Greece,1.11.48.2530.3611.4822.10320,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2018-07-04,54
SRR7417220,2015-09-25,,1.11.48.154.1148.1301.3492,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-09-25,54
SRR6922756,2016-09-20,,1.11.48.335.335.335.5540,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-09-20,54
SRR5215489,2015-08-26,Egypt,1.11.48.154.1148.1301.3349,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2015-08-26,54
SRR5215526,2015-08-25,Cyprus,1.11.48.1103.1829.2168.3382,35.126413,33.429859,0.0,Cyprus,Asia,Western Asia,2015-08-25,54
SRR5193364,2016-11-08,,1.11.48.1881.2598.3269.6258,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-11-08,54
SRR7292885,2015-07-08,Bulgaria,1.11.48.1059.1734.2035.3050,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2015-07-08,54
SRR7426610,2015-10-29,,1.11.48.256.256.2406.3964,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-29,54
SRR7350866,2015-10-15,,1.11.48.1080.1782.2103.3834,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-10-15,54
SRR6922649,2017-10-12,,1.11.48.146.146.4189.8647,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2017-10-12,54
SRR8636224,2019-02-06,,1.11.48.1702.4089.5813.12725,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2019-02-06,54
SRR5220653,2015-10-15,Greece,1.11.48.1093.1814.2150.3348,39.074208,21.824312,0.0,Greece,Europe,Southern Europe,2015-10-15,54
SRR5193376,2016-01-20,,1.11.48.335.2101.2554.4355,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-01-20,54
SRR5194090,2016-07-20,,1.11.48.1309.2256.2794.5009,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2016-07-20,54
SRR8097947,2018-09-28,,1.11.48.154.4007.5622.12040,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-09-28,54
SRR7344587,2015-08-26,,1.11.48.1093.1814.2150.3348,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-08-26,54
SRR7187237,2015-07-21,,1.11.48.1059.1734.2035.3127,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2015-07-21,54
SRR1968406,2014-08-18,,1.11.48.106.106.106.106,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-18,54
